frozenset({'0'})	{('0',): [342, 1]}
frozenset({'10', '1', '5'})	{('10',): [319, 1], ('1',): [66, 2], ('5',): [354, 4], ('10', '1'): [22, 3], ('10', '5'): [120, 5], ('1', '5'): [22, 6], ('10', '1', '5'): [7, 7]}
frozenset({'10', '1', '6'})	{('10',): [319, 1], ('1',): [66, 2], ('6',): [272, 4], ('10', '1'): [22, 3], ('10', '6'): [98, 5], ('1', '6'): [9, 6], ('10', '1', '6'): [5, 7]}
frozenset({'10', '1', '7'})	{('10',): [319, 1], ('1',): [66, 2], ('7',): [350, 4], ('10', '1'): [22, 3], ('10', '7'): [120, 5], ('1', '7'): [29, 6], ('10', '1', '7'): [12, 7]}
frozenset({'1', '13', '11'})	{('1',): [66, 1], ('13',): [255, 2], ('11',): [581, 4], ('1', '13'): [15, 3], ('1', '11'): [44, 5], ('13', '11'): [152, 6], ('1', '13', '11'): [13, 7]}
frozenset({'1', '15', '11'})	{('1',): [66, 1], ('15',): [173, 2], ('11',): [581, 4], ('1', '15'): [10, 3], ('1', '11'): [44, 5], ('15', '11'): [109, 6], ('1', '15', '11'): [7, 7]}
frozenset({'1', '16', '11'})	{('1',): [66, 1], ('16',): [136, 2], ('11',): [581, 4], ('1', '16'): [8, 3], ('1', '11'): [44, 5], ('16', '11'): [95, 6], ('1', '16', '11'): [6, 7]}
frozenset({'1', '17', '11'})	{('1',): [66, 1], ('17',): [540, 2], ('11',): [581, 4], ('1', '17'): [40, 3], ('1', '11'): [44, 5], ('17', '11'): [330, 6], ('1', '17', '11'): [30, 7]}
frozenset({'1', '18', '11'})	{('1',): [66, 1], ('18',): [285, 2], ('11',): [581, 4], ('1', '18'): [23, 3], ('1', '11'): [44, 5], ('18', '11'): [181, 6], ('1', '18', '11'): [16, 7]}
frozenset({'1', '11', '2'})	{('1',): [66, 1], ('11',): [581, 2], ('2',): [20, 4], ('1', '11'): [44, 3], ('1', '2'): [1, 5], ('11', '2'): [13, 6], ('1', '11', '2'): [1, 7]}
frozenset({'1', '11', '3'})	{('1',): [66, 1], ('11',): [581, 2], ('3',): [583, 4], ('1', '11'): [44, 3], ('1', '3'): [41, 5], ('11', '3'): [366, 6], ('1', '11', '3'): [24, 7]}
frozenset({'1', '4', '11'})	{('1',): [66, 1], ('4',): [290, 2], ('11',): [581, 4], ('1', '4'): [17, 3], ('1', '11'): [44, 5], ('4', '11'): [182, 6], ('1', '4', '11'): [13, 7]}
frozenset({'1', '11', '5'})	{('1',): [66, 1], ('11',): [581, 2], ('5',): [354, 4], ('1', '11'): [44, 3], ('1', '5'): [22, 5], ('11', '5'): [225, 6], ('1', '11', '5'): [15, 7]}
frozenset({'1', '6', '11'})	{('1',): [66, 1], ('6',): [272, 2], ('11',): [581, 4], ('1', '6'): [9, 3], ('1', '11'): [44, 5], ('6', '11'): [173, 6], ('1', '6', '11'): [7, 7]}
frozenset({'1', '8', '11'})	{('1',): [66, 1], ('8',): [569, 2], ('11',): [581, 4], ('1', '8'): [50, 3], ('1', '11'): [44, 5], ('8', '11'): [347, 6], ('1', '8', '11'): [35, 7]}
frozenset({'0', '12', '13'})	{('0',): [342, 1], ('12',): [277, 2], ('13',): [255, 4], ('0', '12'): [104, 3], ('0', '13'): [96, 5], ('12', '13'): [78, 6], ('0', '12', '13'): [26, 7]}
frozenset({'0', '12', '15'})	{('0',): [342, 1], ('12',): [277, 2], ('15',): [173, 4], ('0', '12'): [104, 3], ('0', '15'): [66, 5], ('12', '15'): [53, 6], ('0', '12', '15'): [20, 7]}
frozenset({'0', '12', '16'})	{('0',): [342, 1], ('12',): [277, 2], ('16',): [136, 4], ('0', '12'): [104, 3], ('0', '16'): [54, 5], ('12', '16'): [48, 6], ('0', '12', '16'): [21, 7]}
frozenset({'0', '12', '18'})	{('0',): [342, 1], ('12',): [277, 2], ('18',): [285, 4], ('0', '12'): [104, 3], ('0', '18'): [105, 5], ('12', '18'): [85, 6], ('0', '12', '18'): [35, 7]}
frozenset({'0', '12', '2'})	{('0',): [342, 1], ('12',): [277, 2], ('2',): [20, 4], ('0', '12'): [104, 3], ('0', '2'): [9, 5], ('12', '2'): [8, 6], ('0', '12', '2'): [4, 7]}
frozenset({'0', '12', '4'})	{('0',): [342, 1], ('12',): [277, 2], ('4',): [290, 4], ('0', '12'): [104, 3], ('0', '4'): [113, 5], ('12', '4'): [89, 6], ('0', '12', '4'): [39, 7]}
frozenset({'0', '12', '5'})	{('0',): [342, 1], ('12',): [277, 2], ('5',): [354, 4], ('0', '12'): [104, 3], ('0', '5'): [137, 5], ('12', '5'): [103, 6], ('0', '12', '5'): [48, 7]}
frozenset({'0', '12', '6'})	{('0',): [342, 1], ('12',): [277, 2], ('6',): [272, 4], ('0', '12'): [104, 3], ('0', '6'): [92, 5], ('12', '6'): [73, 6], ('0', '12', '6'): [27, 7]}
frozenset({'0', '12', '7'})	{('0',): [342, 1], ('12',): [277, 2], ('7',): [350, 4], ('0', '12'): [104, 3], ('0', '7'): [127, 5], ('12', '7'): [98, 6], ('0', '12', '7'): [40, 7]}
frozenset({'12', '13', '1'})	{('12',): [277, 1], ('13',): [255, 2], ('1',): [66, 4], ('12', '13'): [78, 3], ('12', '1'): [25, 5], ('13', '1'): [15, 6], ('12', '13', '1'): [4, 7]}
frozenset({'12', '15', '1'})	{('12',): [277, 1], ('15',): [173, 2], ('1',): [66, 4], ('12', '15'): [53, 3], ('12', '1'): [25, 5], ('15', '1'): [10, 6], ('12', '15', '1'): [5, 7]}
frozenset({'12', '16', '1'})	{('12',): [277, 1], ('16',): [136, 2], ('1',): [66, 4], ('12', '16'): [48, 3], ('12', '1'): [25, 5], ('16', '1'): [8, 6], ('12', '16', '1'): [3, 7]}
frozenset({'12', '18', '1'})	{('12',): [277, 1], ('18',): [285, 2], ('1',): [66, 4], ('12', '18'): [85, 3], ('12', '1'): [25, 5], ('18', '1'): [23, 6], ('12', '18', '1'): [8, 7]}
frozenset({'12', '1', '2'})	{('12',): [277, 1], ('1',): [66, 2], ('2',): [20, 4], ('12', '1'): [25, 3], ('12', '2'): [8, 5], ('1', '2'): [1, 6], ('12', '1', '2'): [0, 7]}
frozenset({'12', '4', '1'})	{('12',): [277, 1], ('4',): [290, 2], ('1',): [66, 4], ('12', '4'): [89, 3], ('12', '1'): [25, 5], ('4', '1'): [17, 6], ('12', '4', '1'): [4, 7]}
frozenset({'12', '1', '5'})	{('12',): [277, 1], ('1',): [66, 2], ('5',): [354, 4], ('12', '1'): [25, 3], ('12', '5'): [103, 5], ('1', '5'): [22, 6], ('12', '1', '5'): [10, 7]}
frozenset({'12', '6', '1'})	{('12',): [277, 1], ('6',): [272, 2], ('1',): [66, 4], ('12', '6'): [73, 3], ('12', '1'): [25, 5], ('6', '1'): [9, 6], ('12', '6', '1'): [4, 7]}
frozenset({'10', '12', '13'})	{('10',): [319, 1], ('12',): [277, 2], ('13',): [255, 4], ('10', '12'): [103, 3], ('10', '13'): [78, 5], ('12', '13'): [78, 6], ('10', '12', '13'): [26, 7]}
frozenset({'10', '12', '15'})	{('10',): [319, 1], ('12',): [277, 2], ('15',): [173, 4], ('10', '12'): [103, 3], ('10', '15'): [62, 5], ('12', '15'): [53, 6], ('10', '12', '15'): [17, 7]}
frozenset({'10', '12', '16'})	{('10',): [319, 1], ('12',): [277, 2], ('16',): [136, 4], ('10', '12'): [103, 3], ('10', '16'): [44, 5], ('12', '16'): [48, 6], ('10', '12', '16'): [16, 7]}
frozenset({'10', '12', '18'})	{('10',): [319, 1], ('12',): [277, 2], ('18',): [285, 4], ('10', '12'): [103, 3], ('10', '18'): [110, 5], ('12', '18'): [85, 6], ('10', '12', '18'): [39, 7]}
frozenset({'10', '12', '2'})	{('10',): [319, 1], ('12',): [277, 2], ('2',): [20, 4], ('10', '12'): [103, 3], ('10', '2'): [5, 5], ('12', '2'): [8, 6], ('10', '12', '2'): [4, 7]}
frozenset({'10', '12', '4'})	{('10',): [319, 1], ('12',): [277, 2], ('4',): [290, 4], ('10', '12'): [103, 3], ('10', '4'): [96, 5], ('12', '4'): [89, 6], ('10', '12', '4'): [31, 7]}
frozenset({'10', '12', '5'})	{('10',): [319, 1], ('12',): [277, 2], ('5',): [354, 4], ('10', '12'): [103, 3], ('10', '5'): [120, 5], ('12', '5'): [103, 6], ('10', '12', '5'): [47, 7]}
frozenset({'10', '12', '6'})	{('10',): [319, 1], ('12',): [277, 2], ('6',): [272, 4], ('10', '12'): [103, 3], ('10', '6'): [98, 5], ('12', '6'): [73, 6], ('10', '12', '6'): [32, 7]}
frozenset({'10', '12', '7'})	{('10',): [319, 1], ('12',): [277, 2], ('7',): [350, 4], ('10', '12'): [103, 3], ('10', '7'): [120, 5], ('12', '7'): [98, 6], ('10', '12', '7'): [40, 7]}
frozenset({'0', '15', '13'})	{('0',): [342, 1], ('15',): [173, 2], ('13',): [255, 4], ('0', '15'): [66, 3], ('0', '13'): [96, 5], ('15', '13'): [50, 6], ('0', '15', '13'): [17, 7]}
frozenset({'0', '16', '13'})	{('0',): [342, 1], ('16',): [136, 2], ('13',): [255, 4], ('0', '16'): [54, 3], ('0', '13'): [96, 5], ('16', '13'): [41, 6], ('0', '16', '13'): [19, 7]}
frozenset({'0', '18', '13'})	{('0',): [342, 1], ('18',): [285, 2], ('13',): [255, 4], ('0', '18'): [105, 3], ('0', '13'): [96, 5], ('18', '13'): [87, 6], ('0', '18', '13'): [33, 7]}
frozenset({'0', '13', '2'})	{('0',): [342, 1], ('13',): [255, 2], ('2',): [20, 4], ('0', '13'): [96, 3], ('0', '2'): [9, 5], ('13', '2'): [7, 6], ('0', '13', '2'): [1, 7]}
frozenset({'0', '4', '13'})	{('0',): [342, 1], ('4',): [290, 2], ('13',): [255, 4], ('0', '4'): [113, 3], ('0', '13'): [96, 5], ('4', '13'): [77, 6], ('0', '4', '13'): [30, 7]}
frozenset({'0', '13', '5'})	{('0',): [342, 1], ('13',): [255, 2], ('5',): [354, 4], ('0', '13'): [96, 3], ('0', '5'): [137, 5], ('13', '5'): [95, 6], ('0', '13', '5'): [41, 7]}
frozenset({'0', '6', '13'})	{('0',): [342, 1], ('6',): [272, 2], ('13',): [255, 4], ('0', '6'): [92, 3], ('0', '13'): [96, 5], ('6', '13'): [88, 6], ('0', '6', '13'): [34, 7]}
frozenset({'0', '7', '13'})	{('0',): [342, 1], ('7',): [350, 2], ('13',): [255, 4], ('0', '7'): [127, 3], ('0', '13'): [96, 5], ('7', '13'): [99, 6], ('0', '7', '13'): [42, 7]}
frozenset({'1', '15', '13'})	{('1',): [66, 1], ('15',): [173, 2], ('13',): [255, 4], ('1', '15'): [10, 3], ('1', '13'): [15, 5], ('15', '13'): [50, 6], ('1', '15', '13'): [1, 7]}
frozenset({'1', '16', '13'})	{('1',): [66, 1], ('16',): [136, 2], ('13',): [255, 4], ('1', '16'): [8, 3], ('1', '13'): [15, 5], ('16', '13'): [41, 6], ('1', '16', '13'): [4, 7]}
frozenset({'1', '17', '13'})	{('1',): [66, 1], ('17',): [540, 2], ('13',): [255, 4], ('1', '17'): [40, 3], ('1', '13'): [15, 5], ('17', '13'): [156, 6], ('1', '17', '13'): [12, 7]}
frozenset({'1', '18', '13'})	{('1',): [66, 1], ('18',): [285, 2], ('13',): [255, 4], ('1', '18'): [23, 3], ('1', '13'): [15, 5], ('18', '13'): [87, 6], ('1', '18', '13'): [8, 7]}
frozenset({'1', '13', '2'})	{('1',): [66, 1], ('13',): [255, 2], ('2',): [20, 4], ('1', '13'): [15, 3], ('1', '2'): [1, 5], ('13', '2'): [7, 6], ('1', '13', '2'): [0, 7]}
frozenset({'1', '13', '3'})	{('1',): [66, 1], ('13',): [255, 2], ('3',): [583, 4], ('1', '13'): [15, 3], ('1', '3'): [41, 5], ('13', '3'): [155, 6], ('1', '13', '3'): [9, 7]}
frozenset({'1', '4', '13'})	{('1',): [66, 1], ('4',): [290, 2], ('13',): [255, 4], ('1', '4'): [17, 3], ('1', '13'): [15, 5], ('4', '13'): [77, 6], ('1', '4', '13'): [4, 7]}
frozenset({'1', '13', '5'})	{('1',): [66, 1], ('13',): [255, 2], ('5',): [354, 4], ('1', '13'): [15, 3], ('1', '5'): [22, 5], ('13', '5'): [95, 6], ('1', '13', '5'): [5, 7]}
frozenset({'1', '6', '13'})	{('1',): [66, 1], ('6',): [272, 2], ('13',): [255, 4], ('1', '6'): [9, 3], ('1', '13'): [15, 5], ('6', '13'): [88, 6], ('1', '6', '13'): [2, 7]}
frozenset({'1', '8', '13'})	{('1',): [66, 1], ('8',): [569, 2], ('13',): [255, 4], ('1', '8'): [50, 3], ('1', '13'): [15, 5], ('8', '13'): [176, 6], ('1', '8', '13'): [12, 7]}
frozenset({'10', '15', '13'})	{('10',): [319, 1], ('15',): [173, 2], ('13',): [255, 4], ('10', '15'): [62, 3], ('10', '13'): [78, 5], ('15', '13'): [50, 6], ('10', '15', '13'): [16, 7]}
frozenset({'10', '16', '13'})	{('10',): [319, 1], ('16',): [136, 2], ('13',): [255, 4], ('10', '16'): [44, 3], ('10', '13'): [78, 5], ('16', '13'): [41, 6], ('10', '16', '13'): [14, 7]}
frozenset({'10', '18', '13'})	{('10',): [319, 1], ('18',): [285, 2], ('13',): [255, 4], ('10', '18'): [110, 3], ('10', '13'): [78, 5], ('18', '13'): [87, 6], ('10', '18', '13'): [32, 7]}
frozenset({'10', '13', '2'})	{('10',): [319, 1], ('13',): [255, 2], ('2',): [20, 4], ('10', '13'): [78, 3], ('10', '2'): [5, 5], ('13', '2'): [7, 6], ('10', '13', '2'): [1, 7]}
frozenset({'10', '4', '13'})	{('10',): [319, 1], ('4',): [290, 2], ('13',): [255, 4], ('10', '4'): [96, 3], ('10', '13'): [78, 5], ('4', '13'): [77, 6], ('10', '4', '13'): [28, 7]}
frozenset({'10', '13', '5'})	{('10',): [319, 1], ('13',): [255, 2], ('5',): [354, 4], ('10', '13'): [78, 3], ('10', '5'): [120, 5], ('13', '5'): [95, 6], ('10', '13', '5'): [26, 7]}
frozenset({'10', '6', '13'})	{('10',): [319, 1], ('6',): [272, 2], ('13',): [255, 4], ('10', '6'): [98, 3], ('10', '13'): [78, 5], ('6', '13'): [88, 6], ('10', '6', '13'): [34, 7]}
frozenset({'10', '7', '13'})	{('10',): [319, 1], ('7',): [350, 2], ('13',): [255, 4], ('10', '7'): [120, 3], ('10', '13'): [78, 5], ('7', '13'): [99, 6], ('10', '7', '13'): [29, 7]}
frozenset({'12', '15', '13'})	{('12',): [277, 1], ('15',): [173, 2], ('13',): [255, 4], ('12', '15'): [53, 3], ('12', '13'): [78, 5], ('15', '13'): [50, 6], ('12', '15', '13'): [12, 7]}
frozenset({'12', '16', '13'})	{('12',): [277, 1], ('16',): [136, 2], ('13',): [255, 4], ('12', '16'): [48, 3], ('12', '13'): [78, 5], ('16', '13'): [41, 6], ('12', '16', '13'): [15, 7]}
frozenset({'12', '18', '13'})	{('12',): [277, 1], ('18',): [285, 2], ('13',): [255, 4], ('12', '18'): [85, 3], ('12', '13'): [78, 5], ('18', '13'): [87, 6], ('12', '18', '13'): [25, 7]}
frozenset({'12', '13', '2'})	{('12',): [277, 1], ('13',): [255, 2], ('2',): [20, 4], ('12', '13'): [78, 3], ('12', '2'): [8, 5], ('13', '2'): [7, 6], ('12', '13', '2'): [0, 7]}
frozenset({'12', '4', '13'})	{('12',): [277, 1], ('4',): [290, 2], ('13',): [255, 4], ('12', '4'): [89, 3], ('12', '13'): [78, 5], ('4', '13'): [77, 6], ('12', '4', '13'): [25, 7]}
frozenset({'12', '13', '5'})	{('12',): [277, 1], ('13',): [255, 2], ('5',): [354, 4], ('12', '13'): [78, 3], ('12', '5'): [103, 5], ('13', '5'): [95, 6], ('12', '13', '5'): [29, 7]}
frozenset({'12', '6', '13'})	{('12',): [277, 1], ('6',): [272, 2], ('13',): [255, 4], ('12', '6'): [73, 3], ('12', '13'): [78, 5], ('6', '13'): [88, 6], ('12', '6', '13'): [30, 7]}
frozenset({'14', '15', '1'})	{('14',): [538, 1], ('15',): [173, 2], ('1',): [66, 4], ('14', '15'): [104, 3], ('14', '1'): [40, 5], ('15', '1'): [10, 6], ('14', '15', '1'): [5, 7]}
frozenset({'14', '16', '1'})	{('14',): [538, 1], ('16',): [136, 2], ('1',): [66, 4], ('14', '16'): [80, 3], ('14', '1'): [40, 5], ('16', '1'): [8, 6], ('14', '16', '1'): [5, 7]}
frozenset({'14', '1', '2'})	{('14',): [538, 1], ('1',): [66, 2], ('2',): [20, 4], ('14', '1'): [40, 3], ('14', '2'): [11, 5], ('1', '2'): [1, 6], ('14', '1', '2'): [1, 7]}
frozenset({'0', '16', '15'})	{('0',): [342, 1], ('16',): [136, 2], ('15',): [173, 4], ('0', '16'): [54, 3], ('0', '15'): [66, 5], ('16', '15'): [30, 6], ('0', '16', '15'): [14, 7]}
frozenset({'0', '18', '15'})	{('0',): [342, 1], ('18',): [285, 2], ('15',): [173, 4], ('0', '18'): [105, 3], ('0', '15'): [66, 5], ('18', '15'): [51, 6], ('0', '18', '15'): [22, 7]}
frozenset({'0', '15', '2'})	{('0',): [342, 1], ('15',): [173, 2], ('2',): [20, 4], ('0', '15'): [66, 3], ('0', '2'): [9, 5], ('15', '2'): [3, 6], ('0', '15', '2'): [2, 7]}
frozenset({'0', '4', '15'})	{('0',): [342, 1], ('4',): [290, 2], ('15',): [173, 4], ('0', '4'): [113, 3], ('0', '15'): [66, 5], ('4', '15'): [55, 6], ('0', '4', '15'): [19, 7]}
frozenset({'0', '15', '5'})	{('0',): [342, 1], ('15',): [173, 2], ('5',): [354, 4], ('0', '15'): [66, 3], ('0', '5'): [137, 5], ('15', '5'): [63, 6], ('0', '15', '5'): [28, 7]}
frozenset({'0', '6', '15'})	{('0',): [342, 1], ('6',): [272, 2], ('15',): [173, 4], ('0', '6'): [92, 3], ('0', '15'): [66, 5], ('6', '15'): [48, 6], ('0', '6', '15'): [18, 7]}
frozenset({'0', '7', '15'})	{('0',): [342, 1], ('7',): [350, 2], ('15',): [173, 4], ('0', '7'): [127, 3], ('0', '15'): [66, 5], ('7', '15'): [73, 6], ('0', '7', '15'): [29, 7]}
frozenset({'1', '16', '15'})	{('1',): [66, 1], ('16',): [136, 2], ('15',): [173, 4], ('1', '16'): [8, 3], ('1', '15'): [10, 5], ('16', '15'): [30, 6], ('1', '16', '15'): [2, 7]}
frozenset({'1', '17', '15'})	{('1',): [66, 1], ('17',): [540, 2], ('15',): [173, 4], ('1', '17'): [40, 3], ('1', '15'): [10, 5], ('17', '15'): [102, 6], ('1', '17', '15'): [7, 7]}
frozenset({'1', '18', '15'})	{('1',): [66, 1], ('18',): [285, 2], ('15',): [173, 4], ('1', '18'): [23, 3], ('1', '15'): [10, 5], ('18', '15'): [51, 6], ('1', '18', '15'): [2, 7]}
frozenset({'1', '15', '2'})	{('1',): [66, 1], ('15',): [173, 2], ('2',): [20, 4], ('1', '15'): [10, 3], ('1', '2'): [1, 5], ('15', '2'): [3, 6], ('1', '15', '2'): [0, 7]}
frozenset({'1', '15', '3'})	{('1',): [66, 1], ('15',): [173, 2], ('3',): [583, 4], ('1', '15'): [10, 3], ('1', '3'): [41, 5], ('15', '3'): [112, 6], ('1', '15', '3'): [7, 7]}
frozenset({'1', '4', '15'})	{('1',): [66, 1], ('4',): [290, 2], ('15',): [173, 4], ('1', '4'): [17, 3], ('1', '15'): [10, 5], ('4', '15'): [55, 6], ('1', '4', '15'): [1, 7]}
frozenset({'1', '15', '5'})	{('1',): [66, 1], ('15',): [173, 2], ('5',): [354, 4], ('1', '15'): [10, 3], ('1', '5'): [22, 5], ('15', '5'): [63, 6], ('1', '15', '5'): [5, 7]}
frozenset({'1', '6', '15'})	{('1',): [66, 1], ('6',): [272, 2], ('15',): [173, 4], ('1', '6'): [9, 3], ('1', '15'): [10, 5], ('6', '15'): [48, 6], ('1', '6', '15'): [2, 7]}
frozenset({'1', '8', '15'})	{('1',): [66, 1], ('8',): [569, 2], ('15',): [173, 4], ('1', '8'): [50, 3], ('1', '15'): [10, 5], ('8', '15'): [110, 6], ('1', '8', '15'): [8, 7]}
frozenset({'10', '16', '15'})	{('10',): [319, 1], ('16',): [136, 2], ('15',): [173, 4], ('10', '16'): [44, 3], ('10', '15'): [62, 5], ('16', '15'): [30, 6], ('10', '16', '15'): [8, 7]}
frozenset({'10', '18', '15'})	{('10',): [319, 1], ('18',): [285, 2], ('15',): [173, 4], ('10', '18'): [110, 3], ('10', '15'): [62, 5], ('18', '15'): [51, 6], ('10', '18', '15'): [23, 7]}
frozenset({'10', '15', '2'})	{('10',): [319, 1], ('15',): [173, 2], ('2',): [20, 4], ('10', '15'): [62, 3], ('10', '2'): [5, 5], ('15', '2'): [3, 6], ('10', '15', '2'): [2, 7]}
frozenset({'10', '4', '15'})	{('10',): [319, 1], ('4',): [290, 2], ('15',): [173, 4], ('10', '4'): [96, 3], ('10', '15'): [62, 5], ('4', '15'): [55, 6], ('10', '4', '15'): [19, 7]}
frozenset({'10', '15', '5'})	{('10',): [319, 1], ('15',): [173, 2], ('5',): [354, 4], ('10', '15'): [62, 3], ('10', '5'): [120, 5], ('15', '5'): [63, 6], ('10', '15', '5'): [22, 7]}
frozenset({'10', '6', '15'})	{('10',): [319, 1], ('6',): [272, 2], ('15',): [173, 4], ('10', '6'): [98, 3], ('10', '15'): [62, 5], ('6', '15'): [48, 6], ('10', '6', '15'): [17, 7]}
frozenset({'10', '7', '15'})	{('10',): [319, 1], ('7',): [350, 2], ('15',): [173, 4], ('10', '7'): [120, 3], ('10', '15'): [62, 5], ('7', '15'): [73, 6], ('10', '7', '15'): [26, 7]}
frozenset({'11', '15', '2'})	{('11',): [581, 1], ('15',): [173, 2], ('2',): [20, 4], ('11', '15'): [109, 3], ('11', '2'): [13, 5], ('15', '2'): [3, 6], ('11', '15', '2'): [2, 7]}
frozenset({'12', '16', '15'})	{('12',): [277, 1], ('16',): [136, 2], ('15',): [173, 4], ('12', '16'): [48, 3], ('12', '15'): [53, 5], ('16', '15'): [30, 6], ('12', '16', '15'): [12, 7]}
frozenset({'12', '18', '15'})	{('12',): [277, 1], ('18',): [285, 2], ('15',): [173, 4], ('12', '18'): [85, 3], ('12', '15'): [53, 5], ('18', '15'): [51, 6], ('12', '18', '15'): [16, 7]}
frozenset({'12', '15', '2'})	{('12',): [277, 1], ('15',): [173, 2], ('2',): [20, 4], ('12', '15'): [53, 3], ('12', '2'): [8, 5], ('15', '2'): [3, 6], ('12', '15', '2'): [2, 7]}
frozenset({'12', '4', '15'})	{('12',): [277, 1], ('4',): [290, 2], ('15',): [173, 4], ('12', '4'): [89, 3], ('12', '15'): [53, 5], ('4', '15'): [55, 6], ('12', '4', '15'): [18, 7]}
frozenset({'12', '15', '5'})	{('12',): [277, 1], ('15',): [173, 2], ('5',): [354, 4], ('12', '15'): [53, 3], ('12', '5'): [103, 5], ('15', '5'): [63, 6], ('12', '15', '5'): [21, 7]}
frozenset({'12', '6', '15'})	{('12',): [277, 1], ('6',): [272, 2], ('15',): [173, 4], ('12', '6'): [73, 3], ('12', '15'): [53, 5], ('6', '15'): [48, 6], ('12', '6', '15'): [12, 7]}
frozenset({'13', '15', '2'})	{('13',): [255, 1], ('15',): [173, 2], ('2',): [20, 4], ('13', '15'): [50, 3], ('13', '2'): [7, 5], ('15', '2'): [3, 6], ('13', '15', '2'): [1, 7]}
frozenset({'13', '15', '5'})	{('13',): [255, 1], ('15',): [173, 2], ('5',): [354, 4], ('13', '15'): [50, 3], ('13', '5'): [95, 5], ('15', '5'): [63, 6], ('13', '15', '5'): [21, 7]}
frozenset({'13', '6', '15'})	{('13',): [255, 1], ('6',): [272, 2], ('15',): [173, 4], ('13', '6'): [88, 3], ('13', '15'): [50, 5], ('6', '15'): [48, 6], ('13', '6', '15'): [16, 7]}
frozenset({'14', '16', '15'})	{('14',): [538, 1], ('16',): [136, 2], ('15',): [173, 4], ('14', '16'): [80, 3], ('14', '15'): [104, 5], ('16', '15'): [30, 6], ('14', '16', '15'): [21, 7]}
frozenset({'14', '15', '2'})	{('14',): [538, 1], ('15',): [173, 2], ('2',): [20, 4], ('14', '15'): [104, 3], ('14', '2'): [11, 5], ('15', '2'): [3, 6], ('14', '15', '2'): [2, 7]}
frozenset({'0', '18', '16'})	{('0',): [342, 1], ('18',): [285, 2], ('16',): [136, 4], ('0', '18'): [105, 3], ('0', '16'): [54, 5], ('18', '16'): [42, 6], ('0', '18', '16'): [19, 7]}
frozenset({'0', '16', '2'})	{('0',): [342, 1], ('16',): [136, 2], ('2',): [20, 4], ('0', '16'): [54, 3], ('0', '2'): [9, 5], ('16', '2'): [2, 6], ('0', '16', '2'): [1, 7]}
frozenset({'0', '4', '16'})	{('0',): [342, 1], ('4',): [290, 2], ('16',): [136, 4], ('0', '4'): [113, 3], ('0', '16'): [54, 5], ('4', '16'): [45, 6], ('0', '4', '16'): [17, 7]}
frozenset({'0', '16', '5'})	{('0',): [342, 1], ('16',): [136, 2], ('5',): [354, 4], ('0', '16'): [54, 3], ('0', '5'): [137, 5], ('16', '5'): [50, 6], ('0', '16', '5'): [21, 7]}
frozenset({'0', '16', '6'})	{('0',): [342, 1], ('16',): [136, 2], ('6',): [272, 4], ('0', '16'): [54, 3], ('0', '6'): [92, 5], ('16', '6'): [45, 6], ('0', '16', '6'): [16, 7]}
frozenset({'0', '7', '16'})	{('0',): [342, 1], ('7',): [350, 2], ('16',): [136, 4], ('0', '7'): [127, 3], ('0', '16'): [54, 5], ('7', '16'): [60, 6], ('0', '7', '16'): [28, 7]}
frozenset({'1', '17', '16'})	{('1',): [66, 1], ('17',): [540, 2], ('16',): [136, 4], ('1', '17'): [40, 3], ('1', '16'): [8, 5], ('17', '16'): [88, 6], ('1', '17', '16'): [6, 7]}
frozenset({'1', '18', '16'})	{('1',): [66, 1], ('18',): [285, 2], ('16',): [136, 4], ('1', '18'): [23, 3], ('1', '16'): [8, 5], ('18', '16'): [42, 6], ('1', '18', '16'): [4, 7]}
frozenset({'1', '16', '2'})	{('1',): [66, 1], ('16',): [136, 2], ('2',): [20, 4], ('1', '16'): [8, 3], ('1', '2'): [1, 5], ('16', '2'): [2, 6], ('1', '16', '2'): [0, 7]}
frozenset({'1', '16', '3'})	{('1',): [66, 1], ('16',): [136, 2], ('3',): [583, 4], ('1', '16'): [8, 3], ('1', '3'): [41, 5], ('16', '3'): [81, 6], ('1', '16', '3'): [5, 7]}
frozenset({'1', '4', '16'})	{('1',): [66, 1], ('4',): [290, 2], ('16',): [136, 4], ('1', '4'): [17, 3], ('1', '16'): [8, 5], ('4', '16'): [45, 6], ('1', '4', '16'): [3, 7]}
frozenset({'1', '16', '5'})	{('1',): [66, 1], ('16',): [136, 2], ('5',): [354, 4], ('1', '16'): [8, 3], ('1', '5'): [22, 5], ('16', '5'): [50, 6], ('1', '16', '5'): [3, 7]}
frozenset({'1', '16', '6'})	{('1',): [66, 1], ('16',): [136, 2], ('6',): [272, 4], ('1', '16'): [8, 3], ('1', '6'): [9, 5], ('16', '6'): [45, 6], ('1', '16', '6'): [2, 7]}
frozenset({'1', '8', '16'})	{('1',): [66, 1], ('8',): [569, 2], ('16',): [136, 4], ('1', '8'): [50, 3], ('1', '16'): [8, 5], ('8', '16'): [79, 6], ('1', '8', '16'): [5, 7]}
frozenset({'10', '18', '16'})	{('10',): [319, 1], ('18',): [285, 2], ('16',): [136, 4], ('10', '18'): [110, 3], ('10', '16'): [44, 5], ('18', '16'): [42, 6], ('10', '18', '16'): [12, 7]}
frozenset({'10', '16', '2'})	{('10',): [319, 1], ('16',): [136, 2], ('2',): [20, 4], ('10', '16'): [44, 3], ('10', '2'): [5, 5], ('16', '2'): [2, 6], ('10', '16', '2'): [0, 7]}
